0.409203	3
0.248884	0
0.422288	3
0.291746	0
0.505189	3
0.306145	0
0.524381	3
0.349543	0
0.596283	3
0.363348	0
0.639052	3
0.437768	0
0.724194	0
0.453941	0
0.765138	3
0.513031	0
0.847254	0
0.546406	0
0.953657	1
0.619352	0
0.384098	3
0.253034	0
0.410657	3
0.275276	0
0.502713	3
0.299700	0
0.516686	3
0.336925	0
0.595190	3
0.360512	0
0.608416	3
0.435874	0
0.731509	0
0.449851	0
0.760660	3
0.512270	0
0.855812	2
0.526405	0
0.930677	1
0.651604	0
0.374025	1
0.265300	0
0.409456	1
0.290082	0
0.443988	1
0.317116	0
0.482083	1
0.349397	0
0.549070	1
0.377926	0
0.583439	1
0.423432	0
0.738898	3
0.450916	0
0.748685	3
0.509008	0
0.857046	2
0.533542	0
0.870204	2
0.737612	0
0.408620	3
0.264450	0
0.455890	3
0.298847	0
0.493157	3
0.317662	0
0.538795	3
0.352486	0
0.580231	3
0.392930	0
0.666261	3
0.427571	0
0.701603	0
0.462891	0
0.780833	2
0.500841	0
0.821760	0
0.576522	0
0.966965	1
0.601019	0
0.411292	3
0.255910	0
0.449290	3
0.299247	0
0.497678	3
0.313702	0
0.533396	3
0.354092	0
0.585871	3
0.385539	0
0.662275	3
0.431500	0
0.708690	0
0.459073	0
0.775303	2
0.505515	0
0.830060	0
0.571694	0
0.965697	1
0.602717	0
0.411911	3
0.245111	0
0.437317	3
0.296436	0
0.501557	3
0.307450	0
0.529089	3
0.353048	0
0.591198	3
0.373571	0
0.654534	3
0.434818	0
0.715849	0
0.456275	0
0.767919	3
0.509594	0
0.838445	0
0.562156	0
0.962360	1
0.607246	0
0.406107	3
0.235943	0
0.417686	3
0.286837	0
0.503659	3
0.297404	0
0.522464	3
0.345966	0
0.595494	3
0.357929	0
0.638260	3
0.436435	0
0.723079	0
0.451729	0
0.765004	3
0.512004	0
0.846914	0
0.545504	0
0.953580	1
0.619324	0
0.375533	3
0.232602	0
0.396580	3
0.265135	0
0.499763	3
0.281777	0
0.511300	3
0.329452	0
0.593123	3
0.348293	0
0.606183	3
0.433442	0
0.730383	0
0.444293	0
0.760318	3
0.509874	0
0.855469	2
0.524204	0
0.930473	1
0.651530	0
0.354079	1
0.238688	0
0.381585	1
0.276725	0
0.430301	1
0.295705	0
0.455701	1
0.339134	0
0.539404	1
0.360894	0
0.567888	1
0.418086	0
0.737761	3
0.437484	0
0.747297	3
0.504086	0
0.855578	2
0.528210	0
0.869666	2
0.737413	0
0.374369	3
0.235378	0
0.441059	3
0.262132	0
0.469958	3
0.296874	0
0.529148	3
0.318589	0
0.557729	3
0.375210	0
0.661374	3
0.404654	0
0.690199	3
0.453521	0
0.774384	2
0.476424	0
0.810228	2
0.569847	0
0.966434	1
0.598331	0
0.356881	3
0.209665	0
0.418011	3
0.239817	0
0.459202	3
0.273374	0
0.518290	3
0.302197	0
0.547373	3
0.349177	0
0.651384	3
0.392068	0
0.687009	3
0.442335	0
0.767055	3
0.463762	0
0.806703	2
0.555292	0
0.964299	1
0.595551	0
0.344095	4
0.172219	0
0.386887	4
0.200824	0
0.438687	3
0.232676	0
0.496321	3
0.278836	0
0.527022	3
0.303111	0
0.628028	3
0.365689	0
0.679825	3
0.417586	0
0.761973	3
0.438352	0
0.798346	2
0.522097	0
0.958682	1
0.588135	0
0.323375	4
0.101250	0
0.358000	4
0.133125	0
0.402406	4
0.148125	0
0.472344	4
0.228281	0
0.515281	4
0.232969	0
0.575328	3
0.311484	0
0.663687	3
0.363047	0
0.750516	3
0.387656	0
0.781281	2
0.448359	0
0.943900	1
0.568359	0
0.240000	4
0.000000	0
0.270000	4
0.000000	0
0.355000	4
0.000000	0
0.395000	4
0.112500	0
0.496250	4
0.112500	0
0.508750	4
0.206250	0
0.624375	3
0.243750	0
0.724375	3
0.271875	0
0.761875	3
0.290625	0
0.905000	2
0.515625	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.300000	4
0.000000	0
0.300000	4
0.000000	0
0.550000	4
0.000000	0
0.650000	3
0.000000	0
0.725000	3
0.000000	0
0.775000	3
0.375000	0
0.000000	0
0.000000	0
